numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud,zona_original,zona_canonica,distrito_original,distrito_corregido,comuna_corregida,motivo_validacion
01-11-992-9238-000,MarÃ­a Carmen Ponce,9391631 CBBA,Av. Beijing NÂ° 3369,TEMPORAL PAMPA,15,331,4,1055,250,Residencial,3.01.1.54.7206201,2463425,3695.14,-17.391933,-66.185674,TEMPORAL PAMPA,TEMPORAL PAMPA,15,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-16-992-8485-000,RÃ©gulo Gomez Diez,7249029 CBBA,Av. CircunvalaciÃ³n NÂ° 3399,NORESTE,14,942,4,606,198,Comercial,3.01.1.56.9650003,569640,854.46,-17.418801,-66.194652,NORESTE,NORESTE,14,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-05-078-7708-000,RÃ©gulo Gomez Diez,7249029 CBBA,Av. AmÃ©rica NÂ° 1503,VALLE HERMOSO OESTE,3,685,37,249,175,Comercial,3.01.1.71.1987829,385452,578.18,-17.458402,-66.124397,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,3,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-06-381-9799-000,RÃ©gulo Gomez Diez,7249029 CBBA,Av. AmÃ©rica NÂ° 3880,VILLA BUSCH,13,397,37,717,655,Mixto,3.01.1.50.7627203,877608,1316.41,-17.366917,-66.163691,VILLA BUSCH,VILLA BUSH,13,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-19-129-6797-000,RÃ©gulo Gomez Diez,7249029 CBBA,Av. Melchor PÃ©rez NÂ° 3602,MUYURINA,3,772,11,256,100,Comercial,3.01.1.24.6758436,392704,589.06,-17.391644,-66.205882,MUYURINA,MUYURINA,3,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-19-875-7091-000,Amor CaparrÃ³s,2101656 CBBA,Av. CircunvalaciÃ³n NÂ° 4477,VILLA BUSCH,9,207,30,339,216,Educativo,3.01.1.38.2827515,278319,417.48,-17.416523,-66.195307,VILLA BUSCH,VILLA BUSH,9,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-10-224-9966-000,Amor CaparrÃ³s,2101656 CBBA,Av. Beijing NÂ° 1305,MUYURINA,1,281,42,813,530,Mixto,3.01.1.10.6346729,601620,902.43,-17.35616,-66.153831,MUYURINA,MUYURINA,1,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-01-571-9397-000,Camila AlmazÃ¡n,9748213 CBBA,Av. VillazÃ³n NÂ° 129,JAIHUAYCO,7,155,44,255,120,Educativo,3.01.1.63.3290431,621690,932.53,-17.383385,-66.191769,JAIHUAYCO,JAIHUAYCO,7,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-07-239-2474-000,HipÃ³lito Infante ViÃ±as,2920341 CBBA,Av. Melchor PÃ©rez NÂ° 3650,ALALAY SUD,6,913,44,1057,478,Mixto,3.01.1.10.7598114,1997730,2996.6,-17.378919,-66.175209,ALALAY SUD,ALALAY SUD,6,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-10-030-4412-000,HipÃ³lito Infante ViÃ±as,2920341 CBBA,Av. CircunvalaciÃ³n NÂ° 162,NOROESTE,5,140,46,700,648,Industrial,3.01.1.82.9953789,1050700,1576.05,-17.351097,-66.153178,NOROESTE,NOROESTE,5,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-20-520-9181-000,HipÃ³lito Infante ViÃ±as,2920341 CBBA,Av. AmÃ©rica NÂ° 2957,TICTI,12,951,19,709,267,Comercial,3.01.1.85.1374218,1717198,2575.8,-17.460639,-66.138888,TICTI,TICTI,12,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-04-041-8374-000,Judith Arenas Verdejo,5935177 CBBA,Av. Beijing NÂ° 4169,TICTI,4,585,9,700,55,Mixto,3.01.1.54.6413947,1200500,1800.75,-17.372981,-66.142011,TICTI,TICTI,4,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-03-183-7672-000,Judith Arenas Verdejo,5935177 CBBA,Av. Blanco Galindo NÂ° 3909,SUDOESTE,4,346,1,470,354,Mixto,3.01.1.50.8730486,283880,425.82,-17.389948,-66.136965,SUDOESTE,SUDOESTE,4,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-20-685-0228-000,Judith Arenas Verdejo,5935177 CBBA,Av. Melchor PÃ©rez NÂ° 2153,CALA CALA,10,781,41,1007,220,Residencial,3.01.1.10.9699875,1037210,1555.82,-17.381833,-66.184764,CALA CALA,CALA CALA,10,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-12-077-7752-000,Reynaldo Lorenzo Benavente FerrÃ¡ndiz,7435967 CBBA,Av. Melchor PÃ©rez NÂ° 241,JAIHUAYCO,15,179,16,1049,768,Salud,3.01.1.43.1745670,1733997,2601.0,-17.392026,-66.140672,JAIHUAYCO,JAIHUAYCO,15,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-15-535-5147-000,Reynaldo Lorenzo Benavente FerrÃ¡ndiz,7435967 CBBA,Av. Blanco Galindo NÂ° 843,TAMBORADA PUKARITA,14,157,5,850,207,Comercial,3.01.1.43.6336461,992800,1489.2,-17.439313,-66.177081,TAMBORADA PUKARITA,TAMBORADA PUKARITA,14,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-18-293-9593-000,Reynaldo Lorenzo Benavente FerrÃ¡ndiz,7435967 CBBA,Av. Blanco Galindo NÂ° 1442,QUERU QUERU ALTO,4,555,8,404,282,Comercial,3.01.1.77.8750446,254520,381.78,-17.379359,-66.138785,QUERU QUERU ALTO,QUERU QUERU ALTO,4,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-05-172-6716-000,Ruy BaÃ±os Oller,4007045 CBBA,Av. CircunvalaciÃ³n NÂ° 1941,MAYORAZGO,15,844,12,1144,594,Comercial,3.01.1.62.7213241,2527096,3790.64,-17.394574,-66.188581,MAYORAZGO,MAYORAZGO,15,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-12-589-8781-000,Ruy BaÃ±os Oller,4007045 CBBA,Av. Blanco Galindo NÂ° 3127,JAIHUAYCO,7,454,29,804,648,Salud,3.01.1.94.7836848,779880,1169.82,-17.373277,-66.164492,JAIHUAYCO,JAIHUAYCO,7,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-17-929-0459-000,Ruy BaÃ±os Oller,4007045 CBBA,Av. CircunvalaciÃ³n NÂ° 1956,KHARA KHARA ARRUMANI,5,362,24,311,222,Residencial,3.01.1.62.2872291,679535,1019.3,-17.448102,-66.157615,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,5,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-17-545-5849-000,AmÃ©rica Ãguila Paredes,8828549 CBBA,Av. Melchor PÃ©rez NÂ° 4023,PUKARA GRANDE NORTE,6,552,20,266,181,Industrial,3.01.1.21.1501322,468692,703.04,-17.389112,-66.152033,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,6,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-11-480-0190-000,AmÃ©rica Ãguila Paredes,8828549 CBBA,Av. CircunvalaciÃ³n NÂ° 2643,LAS CUADRAS,9,49,1,164,79,Salud,3.01.1.17.9234050,183024,274.54,-17.370872,-66.161004,LAS CUADRAS,LAS CUADRAS,9,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-19-201-9062-000,Camilo del Barco,2766724 CBBA,Av. AmÃ©rica NÂ° 1341,PUKARA GRANDE SUR,15,80,38,1188,1133,Residencial,3.01.1.68.7591930,2429460,3644.19,-17.368362,-66.141552,PUKARA GRANDE SUR,PUKARA GRANDE SUR,15,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-13-976-5106-000,Camilo del Barco,2766724 CBBA,Av. AmÃ©rica NÂ° 1995,KHARA KHARA ARRUMANI,14,476,5,206,53,Mixto,3.01.1.77.2618916,217124,325.69,-17.350334,-66.162452,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,14,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-17-238-3432-000,Curro Batalla FernÃ¡ndez,2768374 CBBA,Av. VillazÃ³n NÂ° 2379,PUKARA GRANDE NORTE,6,255,34,409,97,Industrial,3.01.1.91.9671166,698163,1047.24,-17.416941,-66.128732,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,6,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-15-411-2833-000,Curro Batalla FernÃ¡ndez,2768374 CBBA,Av. CircunvalaciÃ³n NÂ° 3305,PUKARA GRANDE NORTE,10,342,18,372,187,Comercial,3.01.1.91.7675780,621984,932.98,-17.452915,-66.151647,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,10,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-12-896-4768-000,Susanita Serafina Noguera GimÃ©nez,5556977 CBBA,Av. CircunvalaciÃ³n NÂ° 2305,TUPURAYA,6,239,22,572,352,Mixto,3.01.1.37.2822076,662948,994.42,-17.461572,-66.127371,TUPURAYA,TUPURAYA,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-04-903-6868-000,Amaro Planas GÃ³mez,9897906 CBBA,Av. CircunvalaciÃ³n NÂ° 531,LAS CUADRAS,3,918,33,170,157,Industrial,3.01.1.44.9629580,213180,319.77,-17.463675,-66.131239,LAS CUADRAS,LAS CUADRAS,3,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-03-756-4519-000,Amaro Planas GÃ³mez,9897906 CBBA,Av. CircunvalaciÃ³n NÂ° 2320,QUERU QUERU ALTO,12,647,2,534,122,Comercial,3.01.1.26.8722062,979356,1469.03,-17.365885,-66.180648,QUERU QUERU ALTO,QUERU QUERU ALTO,12,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-10-050-3449-000,Vilma del Ledesma,6015822 CBBA,Av. VillazÃ³n NÂ° 1606,SUDESTE,2,550,17,899,816,Educativo,3.01.1.10.4198536,857646,1286.47,-17.347023,-66.158391,SUDESTE,SUDESTE,2,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-16-888-4988-000,Vilma del Ledesma,6015822 CBBA,Av. Blanco Galindo NÂ° 1261,CALA CALA,9,461,23,1085,260,Industrial,3.01.1.33.1990562,2002910,3004.37,-17.385493,-66.156002,CALA CALA,CALA CALA,9,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-04-064-7600-000,Vilma del Ledesma,6015822 CBBA,Av. AmÃ©rica NÂ° 4070,MAYORAZGO,12,843,33,463,133,Educativo,3.01.1.14.3738492,529209,793.81,-17.410191,-66.158984,MAYORAZGO,MAYORAZGO,12,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-05-637-6048-000,Ale del Tolosa,3801936 CBBA,Av. VillazÃ³n NÂ° 655,LACMA,3,316,40,624,605,Comercial,3.01.1.29.7436653,544128,816.19,-17.437624,-66.119683,LACMA,LACMA,3,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-07-667-1511-000,Ale del Tolosa,3801936 CBBA,Av. Blanco Galindo NÂ° 141,TUPURAYA,2,755,17,956,872,Salud,3.01.1.87.9933703,1780072,2670.11,-17.3819,-66.164085,TUPURAYA,TUPURAYA,2,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-20-372-3748-000,Gabriel del Tejero,3879785 CBBA,Av. AmÃ©rica NÂ° 1762,PUKARA GRANDE OESTE,7,446,47,450,405,Educativo,3.01.1.83.8802600,1023300,1534.95,-17.398328,-66.121959,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,7,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-09-233-5602-000,Gabriel del Tejero,3879785 CBBA,Av. Beijing NÂ° 3766,JAIHUAYCO,7,483,18,922,784,Industrial,3.01.1.73.7962866,2165778,3248.67,-17.434497,-66.13813,JAIHUAYCO,JAIHUAYCO,7,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-19-906-6774-000,Gabriel del Tejero,3879785 CBBA,Av. VillazÃ³n NÂ° 2126,LA MAICA,8,940,13,926,830,Salud,3.01.1.82.7995005,2145542,3218.31,-17.422136,-66.18365,LA MAICA,LA MAICA,8,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-03-675-4699-000,Gabriel del Tejero,3879785 CBBA,Av. CircunvalaciÃ³n NÂ° 806,TICTI,12,968,35,452,347,Educativo,3.01.1.44.5504460,339000,508.5,-17.41173,-66.177699,TICTI,TICTI,12,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-17-898-0206-000,Gabriel del Tejero,3879785 CBBA,Av. Blanco Galindo NÂ° 2153,TUPURAYA,4,89,8,662,155,Salud,3.01.1.76.6955723,757328,1135.99,-17.407119,-66.147189,TUPURAYA,TUPURAYA,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-13-036-2292-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. Blanco Galindo NÂ° 1455,LA CHIMBA,5,397,23,554,198,Industrial,3.01.1.64.8159972,1211044,1816.57,-17.354993,-66.176684,LA CHIMBA,CHIMBA,5,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-07-622-4529-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. Melchor PÃ©rez NÂ° 3568,LAS CUADRAS,5,540,9,300,242,Mixto,3.01.1.55.5212493,533400,800.1,-17.377569,-66.19747,LAS CUADRAS,LAS CUADRAS,5,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-06-847-7837-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. Blanco Galindo NÂ° 2891,LA CHIMBA,6,882,13,591,299,Educativo,3.01.1.32.5181599,394788,592.18,-17.409969,-66.132474,LA CHIMBA,CHIMBA,6,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-05-421-9077-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. AmÃ©rica NÂ° 2278,MUYURINA,2,441,3,703,577,Residencial,3.01.1.43.5177625,1738519,2607.78,-17.449074,-66.122856,MUYURINA,MUYURINA,2,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-15-396-3476-000,IsaÃ­as Saturnino Cobos CuÃ©llar,9035338 CBBA,Av. Beijing NÂ° 2630,ARANJUEZ ALTO,9,833,23,234,100,Salud,3.01.1.65.2848200,524160,786.24,-17.400639,-66.196433,ARANJUEZ ALTO,ARANJUEZ ALTO,9,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-07-300-9235-000,IsaÃ­as Saturnino Cobos CuÃ©llar,9035338 CBBA,Av. VillazÃ³n NÂ° 3794,VILLA BUSCH,13,331,42,1164,1070,Comercial,3.01.1.70.7222072,1179132,1768.7,-17.426042,-66.114876,VILLA BUSCH,VILLA BUSH,13,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-20-392-8845-000,IsaÃ­as Saturnino Cobos CuÃ©llar,9035338 CBBA,Av. Beijing NÂ° 2201,SARCOBAMBA,1,417,34,654,211,Residencial,3.01.1.94.3730251,657924,986.89,-17.456543,-66.153394,SARCOBAMBA,SARCOBAMBA,1,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-17-182-2866-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Beijing NÂ° 3172,QUERU QUERU,13,285,12,217,109,Educativo,3.01.1.67.7252672,191177,286.77,-17.4234,-66.115117,QUERU QUERU,QUERU QUERU,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-09-855-9901-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Melchor PÃ©rez NÂ° 2134,PUKARA GRANDE NORTE,4,61,24,156,143,Mixto,3.01.1.21.1353103,236184,354.28,-17.444735,-66.171309,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,4,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-15-606-4499-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Melchor PÃ©rez NÂ° 304,TUPURAYA,15,583,20,1045,946,Educativo,3.01.1.27.8025390,1801580,2702.37,-17.424707,-66.154959,TUPURAYA,TUPURAYA,15,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-18-724-3059-000,Porfirio Llorens Somoza,2655805 CBBA,Av. CircunvalaciÃ³n NÂ° 4537,LA MAICA,9,857,8,724,162,Comercial,3.01.1.90.1779611,1251072,1876.61,-17.447857,-66.156068,LA MAICA,LA MAICA,9,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-19-749-7722-000,Luis Miguel RamÃ³n-Murillo,2244307 CBBA,Av. Blanco Galindo NÂ° 4553,CALA CALA,15,508,44,1014,652,Comercial,3.01.1.33.4879894,1657890,2486.84,-17.425778,-66.156427,CALA CALA,CALA CALA,15,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-16-759-6386-000,Luis Miguel RamÃ³n-Murillo,2244307 CBBA,Av. VillazÃ³n NÂ° 1878,HIPODROMO,1,46,30,617,615,Educativo,3.01.1.71.3989502,813823,1220.73,-17.451345,-66.125933,HIPODROMO,HIPÓDROMO,1,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-15-176-5332-000,Luis Miguel RamÃ³n-Murillo,2244307 CBBA,Av. AmÃ©rica NÂ° 1353,LA MAICA,12,95,25,985,180,Residencial,3.01.1.52.6413471,1598655,2397.98,-17.398078,-66.12333,LA MAICA,LA MAICA,12,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-08-337-0140-000,NoemÃ­ Mosquera Domingo,2884747 CBBA,Av. CircunvalaciÃ³n NÂ° 427,CONDEBAMBA,3,727,26,291,201,Mixto,3.01.1.52.2946121,523509,785.26,-17.379006,-66.196905,CONDEBAMBA,CONDEBAMBA,3,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-10-385-8325-000,NoemÃ­ Mosquera Domingo,2884747 CBBA,Av. Melchor PÃ©rez NÂ° 1696,QUERU QUERU ALTO,9,131,34,551,59,Industrial,3.01.1.29.3479200,507471,761.21,-17.396675,-66.151023,QUERU QUERU ALTO,QUERU QUERU ALTO,9,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-10-239-7481-000,NoemÃ­ Mosquera Domingo,2884747 CBBA,Av. VillazÃ³n NÂ° 1011,ALALAY SUD,14,165,8,341,232,Residencial,3.01.1.16.3192579,206646,309.97,-17.367388,-66.179397,ALALAY SUD,ALALAY SUD,14,7,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-11-584-7678-000,Julio MacÃ­as MorÃ¡n,6153269 CBBA,Av. AmÃ©rica NÂ° 3211,CALA CALA,6,558,50,711,488,Residencial,3.01.1.90.2593725,1498077,2247.12,-17.393433,-66.179697,CALA CALA,CALA CALA,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-13-514-7788-000,Julio MacÃ­as MorÃ¡n,6153269 CBBA,Av. Blanco Galindo NÂ° 2186,LAS CUADRAS,15,385,5,694,261,Salud,3.01.1.29.2543887,604474,906.71,-17.394845,-66.198331,LAS CUADRAS,LAS CUADRAS,15,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-11-233-6294-000,Emperatriz CÃ¡rdenas Valera,7148410 CBBA,Av. Melchor PÃ©rez NÂ° 2425,PUKARA GRANDE NORTE,7,657,9,1186,615,Salud,3.01.1.66.5336293,1484872,2227.31,-17.435154,-66.109537,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,7,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-16-280-9788-000,Emperatriz CÃ¡rdenas Valera,7148410 CBBA,Av. VillazÃ³n NÂ° 2637,ARANJUEZ ALTO,14,858,2,1156,723,Mixto,3.01.1.14.5359080,1433440,2150.16,-17.45971,-66.152558,ARANJUEZ ALTO,ARANJUEZ ALTO,14,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-11-756-0067-000,Emperatriz CÃ¡rdenas Valera,7148410 CBBA,Av. Beijing NÂ° 995,SUDESTE,11,600,17,1123,536,Mixto,3.01.1.31.8367426,2406589,3609.88,-17.416715,-66.174019,SUDESTE,SUDESTE,11,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-10-633-5358-000,Emperatriz CÃ¡rdenas Valera,7148410 CBBA,Av. AmÃ©rica NÂ° 587,USPHA USPHA,6,387,16,1173,156,Industrial,3.01.1.16.2489086,1646892,2470.34,-17.398662,-66.150173,USPHA USPHA,USPHA USPHA,6,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-01-798-3895-000,Odalis Zurita Cantero,5458071 CBBA,Av. AmÃ©rica NÂ° 989,CHIQUICOLLO,6,776,27,709,613,Residencial,3.01.1.88.4413363,450924,676.39,-17.428132,-66.170513,CHIQUICOLLO,CHIQUICOLLO,6,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-15-260-6782-000,Odalis Zurita Cantero,5458071 CBBA,Av. Blanco Galindo NÂ° 4938,LACMA,14,324,20,536,112,Industrial,3.01.1.58.1055264,375736,563.6,-17.443844,-66.157969,LACMA,LACMA,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-01-907-8741-000,Odalis Zurita Cantero,5458071 CBBA,Av. Blanco Galindo NÂ° 1462,CONDEBAMBA,6,946,44,573,414,Industrial,3.01.1.82.3169243,437199,655.8,-17.41556,-66.162872,CONDEBAMBA,CONDEBAMBA,6,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-05-065-9919-000,TomÃ¡s de Lara,4308138 CBBA,Av. VillazÃ³n NÂ° 959,PUKARA GRANDE NORTE,2,838,33,694,353,Salud,3.01.1.45.4716050,1039612,1559.42,-17.398215,-66.178626,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,2,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-04-718-2557-000,TomÃ¡s de Lara,4308138 CBBA,Av. AmÃ©rica NÂ° 2247,NOROESTE,3,866,48,380,194,Salud,3.01.1.42.3888964,715160,1072.74,-17.403762,-66.132097,NOROESTE,NOROESTE,3,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-14-581-1856-000,Lope Galindo,2120090 CBBA,Av. Beijing NÂ° 2933,LAS CUADRAS,5,115,37,373,328,Residencial,3.01.1.38.2915988,579269,868.9,-17.418134,-66.171513,LAS CUADRAS,LAS CUADRAS,5,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-02-203-9395-000,Lope Galindo,2120090 CBBA,Av. CircunvalaciÃ³n NÂ° 3504,KHARA KHARA ARRUMANI,4,984,3,200,176,Comercial,3.01.1.48.6512667,235000,352.5,-17.433796,-66.152818,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,4,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-08-737-9305-000,Lope Galindo,2120090 CBBA,Av. AmÃ©rica NÂ° 1030,QUERU QUERU ALTO,12,728,39,1064,439,Comercial,3.01.1.35.3596912,2433368,3650.05,-17.374764,-66.200583,QUERU QUERU ALTO,QUERU QUERU ALTO,12,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-08-940-7342-000,Lope Galindo,2120090 CBBA,Av. CircunvalaciÃ³n NÂ° 3773,TUPURAYA,3,43,35,361,114,Residencial,3.01.1.73.2955327,248007,372.01,-17.385721,-66.126742,TUPURAYA,TUPURAYA,3,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-15-158-8118-000,Lope Galindo,2120090 CBBA,Av. CircunvalaciÃ³n NÂ° 976,SUDOESTE,4,480,46,746,219,Salud,3.01.1.68.9009142,1820240,2730.36,-17.459121,-66.103654,SUDOESTE,SUDOESTE,4,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-13-659-2730-000,YÃ©ssica Pinedo,1271520 CBBA,Av. Melchor PÃ©rez NÂ° 881,VILLA BUSCH,10,698,39,532,111,Residencial,3.01.1.89.1350938,1174124,1761.19,-17.418575,-66.128383,VILLA BUSCH,VILLA BUSH,10,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-18-250-5041-000,YÃ©ssica Pinedo,1271520 CBBA,Av. AmÃ©rica NÂ° 4104,PUKARA GRANDE NORTE,11,227,36,659,384,Industrial,3.01.1.17.3111641,1593462,2390.19,-17.388523,-66.188686,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,11,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-18-197-0558-000,Chelo Villa,7138809 CBBA,Av. AmÃ©rica NÂ° 3081,JAIHUAYCO,8,603,31,803,75,Mixto,3.01.1.91.3988207,1634908,2452.36,-17.380322,-66.192135,JAIHUAYCO,JAIHUAYCO,8,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-04-498-5245-000,Chelo Villa,7138809 CBBA,Av. Beijing NÂ° 1517,TICTI,9,764,47,915,647,Salud,3.01.1.27.9772805,1564650,2346.97,-17.356536,-66.160794,TICTI,TICTI,9,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-07-368-9360-000,Chelo Villa,7138809 CBBA,Av. VillazÃ³n NÂ° 2686,TICTI,10,420,8,1014,803,Educativo,3.01.1.75.8307014,1173198,1759.8,-17.42229,-66.118769,TICTI,TICTI,10,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
