numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00000143,05-17-917-4582-000,RUBINA ALANIZ JOAQUIN,8028723 CBBA,Residencial,R3,D2:A9:55:3B:89:81,06/01/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000144,05-12-191-3283-000,TRIVE�O TICONA HANS KEVIN,7318075 CBBA,Residencial,R1,07:88:28:AA:1B:71,02/08/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000145,12-05-410-4602-000,VEGA PUMA KEVIN,4358856 CBBA,Residencial,R1,96:BB:DA:F8:D5:67,02/01/24,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00000146,10-10-404-3690-000,AGUILAR GARCIA DAVID,3465587 CBBA,Residencial,R4,5B:9B:13:70:B8:25,11/02/14,MOROSO,"2""",Agua + Alcantarillado
CT-00000147,07-03-774-5929-000,CASTILLO FLORES DIEGO,7123708 CBBA,Comercial,C,D4:E7:02:0E:F1:DA,01/17/25,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000148,13-04-720-3371-000,CORDOVA VILLCA ERIKA JAZMIN,5651867 CBBA,Residencial,R2,07:5F:F6:42:13:86,01/17/17,ACTIVO,"1 1/2""",Agua Potable
CT-00000149,05-18-757-5784-000,GUAMAN FUENTES MAYCOL,5937155 CBBA,Comercial Especial,CE,E7:EA:AE:B6:0D:22,11/28/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000150,14-09-843-6904-000,MAMANI AGOSTOPA CARLA EMILY,2633844 CBBA,Comercial,C,5E:3D:84:D4:16:3B,11/15/23,ACTIVO,"1/2""",Agua Potable
CT-00000151,14-08-978-8329-000,MAMANI UTURUNCO DAVID,7559408 CBBA,Residencial,R4,EF:5A:27:AA:58:1F,11/07/15,SUSPENDIDO,"1/2""",Solo Agua
CT-00000152,03-01-635-6477-000,MENDOZA CONDORI JOSE MIGUEL,4882901 CBBA,Residencial,R1,47:12:08:35:24:25,03/29/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000153,09-16-014-9271-000,MOLLO LANCIA JUAN DAVID,3807558 CBBA,Social,S,4C:F4:BD:94:05:F6,09/21/20,ACTIVO,"1/2""",Solo Agua
CT-00000154,05-13-222-8144-000,ROMERO MAYTA HERLAND IKEL,5362122 CBBA,Preferencial,P,2D:30:33:65:F2:8D,01/21/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000155,11-15-504-9461-000,CHUQUIMIA ESPINOZA HECTOR,8129746 CBBA,Residencial,R4,FC:3F:5D:C9:96:77,04/22/13,ACTIVO,"1/2""",Agua Potable
CT-00000156,13-09-765-9037-000,FERNANDEZ ANGULO MOISES,3935362 CBBA,Residencial,R2,32:32:B5:6D:DE:23,09/24/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000157,05-12-929-5244-000,TORREZ CALCINA MARCELO,7944797 CBBA,Residencial,R1,B6:3C:35:EC:48:79,06/30/23,ACTIVO,"1/2""",Agua Potable
CT-00000158,08-19-836-5231-000,ALVARO PALLY RAFAEL ALEJANDRO,1594564 CBBA,Preferencial,P,2B:D8:09:19:5C:8A,08/29/18,ACTIVO,"1/2""",Agua Potable
CT-00000159,12-20-598-0989-000,PARDO VALVERDE BRANDON,2300788 CBBA,Comercial,C,55:92:F3:90:E7:32,05/22/18,SUSPENDIDO,"2""",Agua + Alcantarillado
CT-00000160,11-09-159-9903-000,ARANDIA PACHECO JHOEL ARMANDO,5460783 CBBA,Comercial Especial,CE,3C:05:50:89:B2:56,01/13/26,MOROSO,"1/2""",Agua Potable
CT-00000161,02-13-619-8044-000,MONTANO CASTELLON JOSUE,7096134 CBBA,Residencial,R4,F0:8F:FC:A5:04:49,11/21/12,ACTIVO,"1""",Agua Potable
CT-00000162,04-07-883-1365-000,MIGUEL ANGEL HUALLPA,5306840 CBBA,Residencial,R2,8E:B5:9E:7F:48:04,05/16/25,MOROSO,"1/2""",Agua Potable
CT-00000163,06-17-207-9839-000,RAQUEL CONDORU NINA,2293497 CBBA,Residencial,R3,58:09:63:E3:4B:ED,06/25/13,ACTIVO,"1/2""",Solo Agua
CT-00000164,03-12-830-2427-000,DILAN FUENTES,2232452 CBBA,Residencial,R1,0D:C6:A8:90:BD:22,10/01/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000165,05-08-612-4208-000,STEVEN FARFAN,2366956 CBBA,Residencial,R3,77:5F:BA:67:AC:F8,06/24/24,ACTIVO,"1/2""",Agua Potable
CT-00000166,04-08-161-5190-000,EDDY ORLANDO OSINAGA MALDONADO,3322636 CBBA,Residencial,R2,CA:0A:53:3A:89:6E,03/24/21,ACTIVO,"1/2""",Agua Potable
CT-00000167,15-14-693-2756-000,RAUL JELGUER ROMERO CHURA,8687171 CBBA,Residencial,R1,8E:D9:CB:DC:77:BB,08/25/16,ACTIVO,"1/2""",Agua Potable
CT-00000168,10-06-657-5410-000,DAFNE COLODRO ARAUCO,9266182 CBBA,Residencial,R1,92:4A:62:FD:23:41,04/19/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000169,14-20-995-7093-000,KEVI ANDY CADIMA,3086515 CBBA,Residencial,R4,EB:CC:09:56:4C:DE,05/31/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000170,09-07-687-3706-000,PHOOLL HUANCA PRAD,8118254 CBBA,Social,S,C2:EA:D4:64:B5:EB,01/27/24,INACTIVO,"1/2""",Agua Potable
CT-00000171,11-05-121-6559-000,MICHELLI DAYANA ZEBALLOS VASQUEZ,4671496 CBBA,Residencial,R3,3C:27:71:B2:13:2A,11/01/14,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00000172,15-02-271-7622-000,KENSHIRO GONZALES CESPEDES,3060541 CBBA,Residencial,R2,53:40:3F:17:A7:84,10/22/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000173,11-03-191-0867-000,ALVAREZ AVILA MAYA EMMY NAYELI,8716787 CBBA,Preferencial,P,82:31:FA:8F:AE:60,09/20/25,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00000174,03-02-775-4508-000,CORTEZ CHOCONI ABIGAIL,1757378 CBBA,Residencial,R3,9D:7C:2B:33:F1:BF,06/11/13,MOROSO,"1/2""",Agua Industrial
CT-00000175,01-04-551-9316-000,CANLLAGUA CALICHO ALAN KEVIN,1970878 CBBA,Residencial,R2,3F:C2:56:AE:FA:EC,11/11/18,ACTIVO,"1/2""",Agua Potable
CT-00000176,05-13-833-9852-000,TABORGA CAMARGO FERNANDO FABRICIO,7877650 CBBA,Social,S,DB:C2:F3:7B:7C:F5,07/26/19,ACTIVO,"1/2""",Agua Potable
CT-00000177,02-04-007-0697-000,Esmeralda Marisa Tejero García,3716669 CBBA,Residencial,R1,4C:0C:87:14:4E:E1,05/11/16,ACTIVO,"1/2""",Solo Agua
CT-00000178,14-12-343-3319-000,Ariel de Cadenas,9081531 CBBA,Comercial,C,97:B7:A4:5E:3E:60,11/10/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000179,04-13-755-1654-000,Marcia Nieto Costa,3281203 CBBA,Social,S,44:D1:C0:31:21:25,12/25/24,ACTIVO,"1/2""",Solo Agua
CT-00000180,14-17-267-3419-000,Donato Diéguez Mascaró,5069556 CBBA,Residencial,R2,04:E8:2D:7F:30:5D,04/03/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000181,09-05-039-7572-000,Leocadio Camilo Casanovas Cózar,9875961 CBBA,Residencial,R4,2E:35:AF:2C:31:E8,09/25/15,SUSPENDIDO,"1/2""",Agua Potable
CT-00000182,15-02-123-0970-000,Trinidad Reig Ávila,1607682 CBBA,Comercial,C,25:27:39:2D:51:A7,07/24/18,MOROSO,"1/2""",Agua Potable
CT-00000183,09-11-654-5909-000,Amelia Hervia Solano,2731383 CBBA,Social,S,10:46:9B:8F:78:C8,12/19/21,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00000184,01-08-397-2473-000,Isidro Arévalo Mascaró,5277770 CBBA,Residencial,R1,69:BC:95:FE:8C:BC,02/03/24,INACTIVO,"1""",Agua + Alcantarillado
CT-00000185,02-14-775-4350-000,Valero de Prats,7494974 CBBA,Residencial,R2,AA:48:14:38:95:E7,07/26/13,ACTIVO,"1/2""",Agua Potable
CT-00000186,02-11-487-2436-000,Pepe Lucas Lobo,3204528 CBBA,Residencial,R3,7C:50:59:6B:2A:4E,07/12/21,ACTIVO,"1/2""",Agua Potable
CT-00000187,01-20-811-1009-000,Sara Macias Sanabria,1520063 CBBA,Residencial,R2,C1:BB:12:B4:FB:B2,08/15/24,ACTIVO,"1/2""",Agua Potable
CT-00000188,06-17-496-6721-000,Eufemia Aparicio Duran,5937283 CBBA,Residencial,R4,22:67:FB:C2:BE:57,12/07/13,CORTADO,"1/2""",Agua Potable
CT-00000189,03-11-973-9667-000,Jordi Graciano Luque Bermúdez,7693425 CBBA,Residencial,R4,44:38:8E:9F:DC:28,01/13/26,MOROSO,"1/2""",Solo Agua
CT-00000190,07-15-321-4556-000,Amaro Rojas Cueto,6563031 CBBA,Residencial,R1,5C:56:A7:7F:07:4E,03/28/17,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00000191,09-20-963-1180-000,Vidal de Navas,9898923 CBBA,Residencial,R4,C9:2E:C1:4C:55:48,08/06/21,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00000192,07-18-034-7217-000,Leandra Alemany,9017165 CBBA,Residencial,R2,C7:E4:F1:34:1E:20,04/30/26,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000193,01-11-710-1161-000,Che Pina Pavón,4573126 CBBA,Residencial,R4,BE:29:8A:C4:73:56,02/15/23,ACTIVO,"1/2""",Agua Potable
CT-00000194,10-13-988-0112-000,Loreto Aguilera Tomé,4076246 CBBA,Residencial,R4,3E:DB:90:19:5F:F8,10/24/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000195,15-16-641-8220-000,Aurelia Grau Requena,7867408 CBBA,Industrial,I,C8:BA:27:6D:E7:8F,01/14/23,ACTIVO,"1/2""",Agua Potable
CT-00000196,14-07-763-4467-000,Nicodemo Anglada Gallart,9955069 CBBA,Residencial,R3,7F:64:DB:B2:14:51,09/07/17,ACTIVO,"1""",Agua Potable
CT-00000197,04-01-258-1248-000,Jesús Rosselló-Marti,5899707 CBBA,Residencial,R4,BF:C3:3D:6E:3B:E0,04/06/16,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000198,06-13-816-8187-000,Santos del Real,8995890 CBBA,Residencial,R2,DE:3E:4A:E2:EC:AF,10/08/18,ACTIVO,"1/2""",Agua Potable
CT-00000199,15-04-007-7938-000,Silvio Alegre Lago,6074280 CBBA,Residencial,R2,77:5A:91:4A:E5:1B,11/13/25,ACTIVO,"1/2""",Agua Potable
CT-00000200,01-19-798-2503-000,Carlito de Estrada,2794562 CBBA,Residencial,R2,DC:72:92:47:D1:42,04/17/23,ACTIVO,"3/4""",Agua Potable
CT-00000201,15-02-422-8028-000,Martina Rosell Reyes,9020994 CBBA,Residencial,R1,94:E4:7D:A8:20:E6,07/06/12,ACTIVO,"1""",Agua Potable
CT-00000202,15-04-483-1326-000,Gaspar Cáceres Jurado,6770020 CBBA,Residencial,R3,CC:B9:1E:BA:E7:D3,05/27/22,ACTIVO,"3/4""",Agua Potable
CT-00000203,14-15-860-5621-000,Eutimio Barragán Ayllón,4084184 CBBA,Residencial,R1,04:FF:38:AA:4C:C9,03/29/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000204,08-13-539-0967-000,Gervasio Galán Vallejo,8241365 CBBA,Comercial,C,37:5E:6F:A4:D3:0D,04/03/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000205,14-02-182-5954-000,Encarnación Parejo Salcedo,3860011 CBBA,Industrial,I,7A:50:24:69:C3:36,01/26/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000206,10-13-793-1846-000,Clarisa Oliver-Saavedra,1776497 CBBA,Residencial,R3,41:1A:44:3B:F7:5B,12/02/18,INACTIVO,"1/2""",Agua + Alcantarillado
CT-00000207,15-10-926-2534-000,Leonor Carlota Vélez Benitez,4556829 CBBA,Residencial,R2,5E:0B:92:CA:E9:49,05/29/25,ACTIVO,"1/2""",Agua Potable
CT-00000208,04-18-197-3374-000,Albert Cobos Serra,6144880 CBBA,Residencial,R4,63:99:B9:BA:59:04,08/30/19,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00000209,06-01-012-8841-000,Candelas Gallart Manuel,8405175 CBBA,Residencial,R3,A6:88:49:9B:4E:C1,09/17/11,CORTADO,"1/2""",Agua + Alcantarillado
CT-00000210,11-07-824-2842-000,Fulgencio Lara Cornejo,4995589 CBBA,Residencial,R4,A7:98:03:85:7B:DE,06/05/17,ACTIVO,"1/2""",Agua Potable
CT-00000211,04-14-906-1328-000,Maximino Ríos,5237782 CBBA,Residencial,R2,AE:7E:D3:0C:63:6A,09/22/12,MOROSO,"1""",Agua Potable
CT-00000212,04-20-570-0220-000,Kike Ciriaco Morán Rivero,8740896 CBBA,Residencial,R3,F2:31:68:54:07:EF,04/16/18,INACTIVO,"1/2""",Agua Potable
CT-00000213,13-14-390-5807-000,Clotilde Roselló Pintor,7709057 CBBA,Residencial,R3,29:ED:C0:09:7C:64,07/17/19,SUSPENDIDO,"1/2""",Agua Potable
CT-00000214,05-05-805-6471-000,Griselda Cándida Pareja Gascón,9898898 CBBA,Residencial,R3,B9:29:8D:0F:C7:68,05/31/21,ACTIVO,"1/2""",Agua Potable
CT-00000215,13-09-321-0791-000,Rosalva Soria Morcillo,7478719 CBBA,Residencial,R1,6B:01:25:7C:10:3E,06/20/11,CORTADO,"3/4""",Agua Potable
CT-00000216,07-05-355-2999-000,Carmina Pagès Anaya,8471054 CBBA,Residencial,R2,BC:F9:65:96:6F:10,03/15/22,ACTIVO,"1/2""",Solo Agua
CT-00000217,01-18-970-6702-000,Guadalupe Torre Carlos,3919367 CBBA,Residencial,R2,5B:A4:09:34:C0:C9,12/17/19,ACTIVO,"1""",Agua Potable
CT-00000218,01-01-943-5295-000,Nazario Grande Portillo,3075441 CBBA,Residencial,R3,C3:4E:84:F9:95:47,06/01/24,ACTIVO,"3/4""",Agua Potable
CT-00000219,11-12-223-9762-000,Manuela Morata Iñiguez,4429818 CBBA,Residencial,R2,89:DD:3D:5B:2D:B6,09/20/16,ACTIVO,"1/2""",Solo Agua
CT-00000220,05-01-946-3336-000,Melania Otero Benavides,7683043 CBBA,Residencial,R3,96:83:A6:F7:77:0B,07/15/19,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000221,01-09-163-1018-000,Lucila Acosta,4223320 CBBA,Residencial,R2,4F:2E:9F:CB:77:7E,02/28/26,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000222,06-01-638-7622-000,Angelina Batalla Montero,2491765 CBBA,Residencial,R1,8B:85:60:82:8B:CE,02/16/13,ACTIVO,"1/2""",Agua Potable
CT-00000223,09-02-299-7012-000,Salud Llamas Vera,7222942 CBBA,Residencial,R1,44:94:9C:62:B9:A6,01/04/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000224,10-03-486-2826-000,Nereida Ana Belén Lobo Pont,1660046 CBBA,Residencial,R4,DE:DA:89:E2:1E:74,03/03/26,ACTIVO,"3/4""",Agua Potable
CT-00000225,04-14-863-1249-000,Rosalva Bermejo Miguel,8196725 CBBA,Comercial,C,2B:D1:8B:90:BD:C0,12/29/24,INACTIVO,"1/2""",Agua Potable
CT-00000226,10-11-141-2586-000,Aurora Benavente Sanjuan,4751612 CBBA,Social,S,0F:31:B4:B5:88:FE,11/30/15,ACTIVO,"2""",Agua + Alcantarillado
CT-00000227,13-07-221-5219-000,Lucho Zurita Benavent,2673947 CBBA,Comercial,C,0A:DF:D4:BB:05:98,11/14/17,ACTIVO,"2""",Agua + Alcantarillado
CT-00000228,09-05-321-7879-000,Emiliano Carpio Pujadas,2054191 CBBA,Residencial,R1,60:E4:E7:22:31:2C,11/23/14,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00000229,15-02-846-6963-000,Godofredo del Cabrera,5000363 CBBA,Residencial,R3,F7:A2:CE:23:18:43,02/04/14,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000230,05-10-460-6930-000,Rolando Toni Dominguez Torrent,5305598 CBBA,Residencial,R3,DC:CA:4B:F2:95:C6,01/21/25,ACTIVO,"1""",Agua Potable
CT-00000231,01-17-306-2918-000,Ema Salmerón Higueras,6173096 CBBA,Residencial,R3,FA:8A:93:D6:5F:33,08/30/25,ACTIVO,"3/4""",Agua Potable
CT-00000232,06-13-805-2273-000,Efraín Castrillo Rivas,9091973 CBBA,Residencial,R2,13:14:E1:6C:56:8B,04/28/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000233,06-15-769-5974-000,Sandalio Sanz,5945954 CBBA,Residencial,R3,CD:D4:2B:CB:B0:41,12/25/24,SUSPENDIDO,"3/4""",Agua Potable
CT-00000234,11-07-272-6905-000,Josep Andreu Pizarro,6573181 CBBA,Social,S,02:B1:B2:65:98:53,06/14/13,CORTADO,"1/2""",Agua Industrial
CT-00000235,04-16-913-2620-000,TOCO YUCRA NICOLAS,2899392 CBBA,Residencial,R1,03:5B:7B:9A:5D:0F,04/28/12,ACTIVO,"1/2""",Agua Potable
CT-00000236,11-18-232-2641-000,Marta Sanabria Coloma,9228160 CBBA,Residencial,R2,5D:18:3B:AF:B5:B7,10/29/23,ACTIVO,"3""",Solo Agua
CT-00000237,05-04-046-7447-000,Anastasia Chaves Vicens,1704533 CBBA,Residencial,R3,42:9F:BF:4E:76:B0,04/21/19,ACTIVO,"1/2""",Solo Agua
CT-00000238,13-06-978-5486-000,Cosme Moraleda Cordero,3379968 CBBA,Comercial,C,A0:FD:6D:B1:20:27,05/14/19,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00000239,15-19-667-6303-000,Chita Peinado Vizcaíno,9963281 CBBA,Residencial,R2,4E:D6:C6:C5:A5:39,11/20/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000240,05-02-157-5927-000,María de Ferrández,5733787 CBBA,Residencial,R4,66:7D:E7:B7:2A:4C,08/12/16,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00000241,01-14-146-1331-000,María Jesús Gargallo Baeza,6329049 CBBA,Residencial,R2,05:04:E3:15:67:F4,01/03/25,ACTIVO,"1""",Agua + Alcantarillado
CT-00000242,14-14-105-6489-000,Ligia Nydia Macias Bonilla,5270676 CBBA,Residencial,R4,FD:53:CD:69:20:80,04/19/16,ACTIVO,"1/2""",Agua Potable
CT-00000243,02-16-378-2404-000,Manuela de Aguilar,4457133 CBBA,Residencial,R1,3B:17:6F:CD:12:DE,08/21/18,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000244,11-19-017-5675-000,Juliana Moya Seco,4868700 CBBA,Social,S,9B:C7:F4:7F:A2:0F,05/26/23,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00000245,15-15-582-3177-000,Constanza Saldaña Vilaplana,7239486 CBBA,Residencial,R3,96:17:6E:7E:2C:F7,07/07/25,ACTIVO,"1""",Agua Industrial
CT-00000246,07-08-915-5155-000,Macaria Maricela Torralba Llobet,4497115 CBBA,Residencial,R4,E7:E4:B4:96:16:2D,08/06/25,ACTIVO,"1/2""",Agua Potable
CT-00000247,12-16-272-2734-000,Guadalupe Hervia Sola,6973505 CBBA,Residencial,R2,D0:18:6E:E1:0C:B5,01/12/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000248,12-13-227-7886-000,Cecilia Cárdenas Ortiz,5978861 CBBA,Social,S,48:92:03:7B:49:17,09/22/17,ACTIVO,"1 1/2""",Agua Potable
CT-00000249,05-20-358-1131-000,Gaspar Benitez,7656114 CBBA,Residencial,R3,87:06:8E:83:3C:85,09/07/21,ACTIVO,"1/2""",Solo Agua
CT-00000250,11-06-770-8869-000,Hipólito Pozo Cuéllar,1571584 CBBA,Comercial,C,D4:CA:03:8E:DD:27,02/20/21,MOROSO,"1/2""",Solo Agua
CT-00000251,01-02-502-1586-000,Juan Bautista Ramos Muñoz,5016988 CBBA,Residencial,R3,37:06:4A:FF:DD:38,07/09/25,ACTIVO,"1""",Solo Agua
CT-00000252,08-05-587-5570-000,Ramona Cabo Isern,6912485 CBBA,Comercial,C,B0:13:73:BB:82:24,06/20/20,ACTIVO,"1/2""",Agua Potable
CT-00000253,11-04-488-5979-000,Quirino Pastor,6207318 CBBA,Residencial,R1,26:C8:2A:C4:2D:70,09/18/12,ACTIVO,"1/2""",Agua Potable
CT-00000254,04-17-469-2430-000,Socorro Gelabert-Cañizares,2709511 CBBA,Industrial,I,02:21:0B:AC:BC:18,01/21/13,MOROSO,"1/2""",Agua Potable
CT-00000255,04-06-806-3464-000,Elvira Folch Tenorio,6648279 CBBA,Residencial,R4,E0:4D:73:11:A4:46,11/03/16,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00000256,09-20-279-9395-000,Rebeca Gomis Peinado,8292656 CBBA,Residencial,R1,69:81:95:0E:00:A7,03/01/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000257,05-03-959-8993-000,Valero Tirado Vidal,3694583 CBBA,Residencial,R2,95:82:46:56:DE:63,11/30/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000258,10-15-853-9282-000,Reinaldo Escolano Pi,5685731 CBBA,Residencial,R2,06:6A:75:8D:D1:E0,03/18/21,ACTIVO,"1/2""",Agua Potable
CT-00000259,12-12-147-5741-000,Régulo Paredes-Manzano,3369675 CBBA,Residencial,R2,06:FD:2B:23:A8:40,05/16/16,ACTIVO,"1/2""",Agua Potable
CT-00000260,02-19-360-6997-000,Miguela Aragonés Benito,3252411 CBBA,Industrial,I,CA:AB:91:3B:C1:E0,02/27/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000261,04-17-208-9250-000,Herminio Gual Villena,1478088 CBBA,Residencial,R1,18:AF:D3:28:84:CD,05/05/12,ACTIVO,"1 1/2""",Agua Potable
CT-00000262,06-04-475-2246-000,Evita Moles Fuentes,7225820 CBBA,Residencial,R3,D4:2B:09:BC:F0:B8,07/05/18,CORTADO,"1/2""",Agua Potable
CT-00000263,10-16-798-7070-000,Mireia Sabater Sebastián,5341545 CBBA,Residencial,R4,2E:B0:B2:91:50:17,06/15/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000264,11-17-390-0352-000,Mamen Carmina Pavón Roselló,3607680 CBBA,Residencial,R2,B4:18:EF:52:16:D4,11/02/17,ACTIVO,"1/2""",Agua Potable
CT-00000265,13-10-468-3320-000,Macarena Bernad Gargallo,8849745 CBBA,Comercial,C,90:5B:92:D2:03:9F,05/12/18,MOROSO,"1/2""",Solo Agua
CT-00000266,08-03-230-9165-000,David Cabello Coloma,3120060 CBBA,Residencial,R2,34:5B:75:B5:3A:C4,05/13/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000267,14-02-886-3610-000,Gracia Cabezas Alemany,6539807 CBBA,Residencial,R2,40:38:94:5D:14:EC,02/10/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000268,07-04-574-8977-000,Hilario Joaquín Malo Alegre,2674192 CBBA,Residencial,R1,5D:84:CB:04:B8:96,12/29/12,ACTIVO,"3/4""",Agua Potable
CT-00000269,08-09-544-3423-000,Trinidad Alberto Peñas Hervás,2934433 CBBA,Social,S,53:3E:50:A9:25:93,12/22/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000270,15-17-536-1454-000,Bárbara Mateos Vigil,7697283 CBBA,Residencial,R1,B5:07:9C:43:05:45,03/10/16,ACTIVO,"3/4""",Agua Potable
CT-00000271,03-11-005-9086-000,Amor Tomas Arco,1213959 CBBA,Residencial,R3,19:BC:C6:0D:8C:5A,03/17/17,ACTIVO,"1/2""",Agua Potable
CT-00000272,10-14-291-4785-000,María Belén Adelaida Bermúdez Carbajo,3479982 CBBA,Residencial,R2,A6:74:D6:E1:5A:1A,10/08/16,ACTIVO,"1""",Agua Potable
CT-00000273,08-07-684-5718-000,Dan Teruel Mateo,8315082 CBBA,Preferencial,P,C8:BA:50:E9:CC:49,11/16/23,MOROSO,"3/4""",Agua Potable
CT-00000274,08-11-207-3830-000,Rafaela Ramón-Quintero,1884012 CBBA,Residencial,R3,C1:86:F6:00:62:E0,05/01/23,ACTIVO,"3/4""",Agua Potable
CT-00000275,08-13-406-3525-000,Asunción Marcos,3612089 CBBA,Residencial,R1,5A:6F:18:80:3B:0C,03/12/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000276,03-11-109-8834-000,Roxana Alcázar Gallego,4612043 CBBA,Comercial,C,83:F0:B3:7E:CB:19,09/16/24,ACTIVO,"1/2""",Agua Potable
CT-00000277,03-03-184-9713-000,Álvaro Sigfrido Segovia Amaya,9384170 CBBA,Preferencial,P,D3:71:3C:CF:85:DF,08/04/25,CORTADO,"3/4""",Agua Potable
CT-00000278,04-04-223-2159-000,Ainoa Morcillo Manrique,2032908 CBBA,Residencial,R1,7D:22:04:3C:65:40,10/28/19,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000279,06-15-136-5221-000,Guadalupe Torres,4456603 CBBA,Residencial,R2,7A:84:C2:D3:47:97,07/11/18,MOROSO,"1/2""",Agua + Alcantarillado
CT-00000280,01-06-690-2948-000,Jose Antonio Tejera Cano,4678388 CBBA,Residencial,R4,86:50:79:4B:81:CA,07/26/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000281,14-04-673-6498-000,Reinaldo Santos Olivera,8547606 CBBA,Residencial,R4,34:66:30:7B:D7:10,07/27/16,ACTIVO,"1/2""",Solo Agua
CT-00000282,06-17-420-7335-000,Marcelo Blasco Sans,4704165 CBBA,Social,S,C3:36:E5:78:50:23,02/13/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000283,06-02-434-9973-000,Apolinar Mariño Llopis,7155055 CBBA,Residencial,R2,78:FB:1D:AF:C0:54,01/14/14,ACTIVO,"1/2""",Agua Potable
CT-00000284,06-17-420-7335-000,Valeria Aura Portero Villegas,3040629 CBBA,Residencial,R4,37:D3:C5:8D:B7:44,09/12/21,SUSPENDIDO,"1/2""",Agua Potable
CT-00000285,14-20-959-0677-000,Wilfredo Coloma Colomer,2772553 CBBA,Residencial,R4,50:50:A2:56:57:5F,08/11/18,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00000286,05-12-550-6773-000,Macarena Benet Acedo,7640773 CBBA,Comercial,C,9B:3A:5B:CE:5B:51,05/24/23,ACTIVO,"1/2""",Agua Potable
CT-00000287,05-20-756-5346-000,Ámbar de Calderon,3827286 CBBA,Industrial,I,CC:77:69:93:4A:F0,09/23/13,ACTIVO,"1""",Agua Potable
CT-00000288,05-04-992-6561-000,Juan José Prats Lluch,4987698 CBBA,Residencial,R1,DE:5D:2C:FC:3D:69,12/06/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000289,03-02-758-2763-000,Victor Manuel de Andreu,1652954 CBBA,Residencial,R2,94:4B:01:A8:F5:3B,05/19/16,ACTIVO,"1/2""",Agua Potable
CT-00000290,15-17-639-2070-000,Yéssica Pinto Llobet,8808211 CBBA,Comercial Especial,CE,09:A9:FE:46:A1:D4,03/07/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00000291,15-01-026-1930-000,Bernardino Torrecilla,2168985 CBBA,Residencial,R2,C6:33:36:53:68:5F,01/03/17,MOROSO,"1/2""",Agua Potable
