numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud
08-17-898-0206-000,Gabriel del Tejero,3879785 CBBA,Av. Blanco Galindo N° 2153,TUPURAYA,4,89,8,662,155,Salud,3.01.1.76.6955723,757328,1135.99,-17.407119,-66.147189
08-13-036-2292-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. Blanco Galindo N° 1455,LA CHIMBA,5,397,23,554,198,Industrial,3.01.1.64.8159972,1211044,1816.57,-17.354993,-66.176684
01-07-622-4529-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. Melchor Pérez N° 3568,LAS CUADRAS,5,540,9,300,242,Mixto,3.01.1.55.5212493,533400,800.1,-17.377569,-66.19747
13-06-847-7837-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. Blanco Galindo N° 2891,LA CHIMBA,6,882,13,591,299,Educativo,3.01.1.32.5181599,394788,592.18,-17.409969,-66.132474
07-05-421-9077-000,Ildefonso Iriarte-Riquelme,4309529 CBBA,Av. América N° 2278,MUYURINA,2,441,3,703,577,Residencial,3.01.1.43.5177625,1738519,2607.78,-17.449074,-66.122856
09-15-396-3476-000,Isaías Saturnino Cobos Cuéllar,9035338 CBBA,Av. Beijing N° 2630,ARANJUEZ ALTO,9,833,23,234,100,Salud,3.01.1.65.2848200,524160,786.24,-17.400639,-66.196433
07-07-300-9235-000,Isaías Saturnino Cobos Cuéllar,9035338 CBBA,Av. Villazón N° 3794,VILLA BUSCH,13,331,42,1164,1070,Comercial,3.01.1.70.7222072,1179132,1768.7,-17.426042,-66.114876
10-20-392-8845-000,Isaías Saturnino Cobos Cuéllar,9035338 CBBA,Av. Beijing N° 2201,SARCOBAMBA,1,417,34,654,211,Residencial,3.01.1.94.3730251,657924,986.89,-17.456543,-66.153394
02-17-182-2866-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Beijing N° 3172,QUERU QUERU,13,285,12,217,109,Educativo,3.01.1.67.7252672,191177,286.77,-17.4234,-66.115117
03-09-855-9901-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Melchor Pérez N° 2134,PUKARA GRANDE NORTE,4,61,24,156,143,Mixto,3.01.1.21.1353103,236184,354.28,-17.444735,-66.171309
03-03-169-7085-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Beijing N° 2634,SUDOESTE,10,306,8,1022,191,Mixto,3.01.1.33.1456871,1196762,1795.14,-17.439816,-66.141089
13-15-606-4499-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Melchor Pérez N° 304,TUPURAYA,15,583,20,1045,946,Educativo,3.01.1.27.8025390,1801580,2702.37,-17.424707,-66.154959
09-18-724-3059-000,Porfirio Llorens Somoza,2655805 CBBA,Av. Circunvalación N° 4537,LA MAICA,9,857,8,724,162,Comercial,3.01.1.90.1779611,1251072,1876.61,-17.447857,-66.156068
05-19-749-7722-000,Luis Miguel Ramón-Murillo,2244307 CBBA,Av. Blanco Galindo N° 4553,CALA CALA,15,508,44,1014,652,Comercial,3.01.1.33.4879894,1657890,2486.84,-17.425778,-66.156427
11-16-759-6386-000,Luis Miguel Ramón-Murillo,2244307 CBBA,Av. Villazón N° 1878,HIPODROMO,1,46,30,617,615,Educativo,3.01.1.71.3989502,813823,1220.73,-17.451345,-66.125933
15-12-532-9755-000,Luis Miguel Ramón-Murillo,2244307 CBBA,Av. Villazón N° 3820,LA TEMIBLE CARA CARA,10,861,33,339,292,Mixto,3.01.1.25.9937065,786819,1180.23,-17.435643,-66.150284
02-15-176-5332-000,Luis Miguel Ramón-Murillo,2244307 CBBA,Av. América N° 1353,LA MAICA,12,95,25,985,180,Residencial,3.01.1.52.6413471,1598655,2397.98,-17.398078,-66.12333
03-08-337-0140-000,Noemí Mosquera Domingo,2884747 CBBA,Av. Circunvalación N° 427,CONDEBAMBA,3,727,26,291,201,Mixto,3.01.1.52.2946121,523509,785.26,-17.379006,-66.196905
13-10-385-8325-000,Noemí Mosquera Domingo,2884747 CBBA,Av. Melchor Pérez N° 1696,QUERU QUERU ALTO,9,131,34,551,59,Industrial,3.01.1.29.3479200,507471,761.21,-17.396675,-66.151023
05-10-239-7481-000,Noemí Mosquera Domingo,2884747 CBBA,Av. Villazón N° 1011,ALALAY SUD,14,165,8,341,232,Residencial,3.01.1.16.3192579,206646,309.97,-17.367388,-66.179397
03-11-584-7678-000,Julio Macías Morán,6153269 CBBA,Av. América N° 3211,CALA CALA,6,558,50,711,488,Residencial,3.01.1.90.2593725,1498077,2247.12,-17.393433,-66.179697
05-13-514-7788-000,Julio Macías Morán,6153269 CBBA,Av. Blanco Galindo N° 2186,LAS CUADRAS,15,385,5,694,261,Salud,3.01.1.29.2543887,604474,906.71,-17.394845,-66.198331
05-11-233-6294-000,Emperatriz Cárdenas Valera,7148410 CBBA,Av. Melchor Pérez N° 2425,PUKARA GRANDE NORTE,7,657,9,1186,615,Salud,3.01.1.66.5336293,1484872,2227.31,-17.435154,-66.109537
03-16-280-9788-000,Emperatriz Cárdenas Valera,7148410 CBBA,Av. Villazón N° 2637,ARANJUEZ ALTO,14,858,2,1156,723,Mixto,3.01.1.14.5359080,1433440,2150.16,-17.45971,-66.152558
10-11-756-0067-000,Emperatriz Cárdenas Valera,7148410 CBBA,Av. Beijing N° 995,SUDESTE,11,600,17,1123,536,Mixto,3.01.1.31.8367426,2406589,3609.88,-17.416715,-66.174019
01-10-633-5358-000,Emperatriz Cárdenas Valera,7148410 CBBA,Av. América N° 587,USPHA USPHA,6,387,16,1173,156,Industrial,3.01.1.16.2489086,1646892,2470.34,-17.398662,-66.150173
11-11-878-2943-000,Emperatriz Cárdenas Valera,7148410 CBBA,Av. Melchor Pérez N° 1293,COÑA COÑA,11,365,38,978,264,Residencial,3.01.1.76.2080272,677754,1016.63,-17.392501,-66.165062
13-01-798-3895-000,Odalis Zurita Cantero,5458071 CBBA,Av. América N° 989,CHIQUICOLLO,6,776,27,709,613,Residencial,3.01.1.88.4413363,450924,676.39,-17.428132,-66.170513
11-15-260-6782-000,Odalis Zurita Cantero,5458071 CBBA,Av. Blanco Galindo N° 4938,LACMA,14,324,20,536,112,Industrial,3.01.1.58.1055264,375736,563.6,-17.443844,-66.157969
10-13-715-1205-000,Odalis Zurita Cantero,5458071 CBBA,Av. Blanco Galindo N° 3153,TUPURAYA,12,230,7,353,176,Mixto,3.01.1.65.9152004,525264,787.9,-17.436084,-66.132482
14-01-907-8741-000,Odalis Zurita Cantero,5458071 CBBA,Av. Blanco Galindo N° 1462,CONDEBAMBA,6,946,44,573,414,Industrial,3.01.1.82.3169243,437199,655.8,-17.41556,-66.162872
04-15-018-7232-000,Odalis Zurita Cantero,5458071 CBBA,Av. Circunvalación N° 1817,COÑA COÑA,2,468,38,1040,127,Residencial,3.01.1.54.7014684,1788800,2683.2,-17.416188,-66.141125
11-05-065-9919-000,Tomás de Lara,4308138 CBBA,Av. Villazón N° 959,PUKARA GRANDE NORTE,2,838,33,694,353,Salud,3.01.1.45.4716050,1039612,1559.42,-17.398215,-66.178626
06-04-718-2557-000,Tomás de Lara,4308138 CBBA,Av. América N° 2247,NOROESTE,3,866,48,380,194,Salud,3.01.1.42.3888964,715160,1072.74,-17.403762,-66.132097
01-14-581-1856-000,Lope Galindo,2120090 CBBA,Av. Beijing N° 2933,LAS CUADRAS,5,115,37,373,328,Residencial,3.01.1.38.2915988,579269,868.9,-17.418134,-66.171513
13-02-203-9395-000,Lope Galindo,2120090 CBBA,Av. Circunvalación N° 3504,KHARA KHARA ARRUMANI,4,984,3,200,176,Comercial,3.01.1.48.6512667,235000,352.5,-17.433796,-66.152818
08-08-737-9305-000,Lope Galindo,2120090 CBBA,Av. América N° 1030,QUERU QUERU ALTO,12,728,39,1064,439,Comercial,3.01.1.35.3596912,2433368,3650.05,-17.374764,-66.200583
01-08-940-7342-000,Lope Galindo,2120090 CBBA,Av. Circunvalación N° 3773,TUPURAYA,3,43,35,361,114,Residencial,3.01.1.73.2955327,248007,372.01,-17.385721,-66.126742
11-15-158-8118-000,Lope Galindo,2120090 CBBA,Av. Circunvalación N° 976,SUDOESTE,4,480,46,746,219,Salud,3.01.1.68.9009142,1820240,2730.36,-17.459121,-66.103654
10-13-659-2730-000,Yéssica Pinedo,1271520 CBBA,Av. Melchor Pérez N° 881,VILLA BUSCH,10,698,39,532,111,Residencial,3.01.1.89.1350938,1174124,1761.19,-17.418575,-66.128383
10-18-250-5041-000,Yéssica Pinedo,1271520 CBBA,Av. América N° 4104,PUKARA GRANDE NORTE,11,227,36,659,384,Industrial,3.01.1.17.3111641,1593462,2390.19,-17.388523,-66.188686
15-05-325-6540-000,Yéssica Pinedo,1271520 CBBA,Av. Beijing N° 2096,TAMBORADA PUKARITA,9,684,25,209,154,Comercial,3.01.1.90.6991811,455202,682.8,-17.459023,-66.113472
15-18-197-0558-000,Chelo Villa,7138809 CBBA,Av. América N° 3081,JAIHUAYCO,8,603,31,803,75,Mixto,3.01.1.91.3988207,1634908,2452.36,-17.380322,-66.192135
02-04-498-5245-000,Chelo Villa,7138809 CBBA,Av. Beijing N° 1517,TICTI,9,764,47,915,647,Salud,3.01.1.27.9772805,1564650,2346.97,-17.356536,-66.160794
01-07-368-9360-000,Chelo Villa,7138809 CBBA,Av. Villazón N° 2686,TICTI,10,420,8,1014,803,Educativo,3.01.1.75.8307014,1173198,1759.8,-17.42229,-66.118769
04-07-231-2121-000,Chelo Villa,7138809 CBBA,Av. América N° 569,ALALAY SUD,11,949,16,471,393,Industrial,3.01.1.67.4085456,762078,1143.12,-17.39984,-66.171457
01-15-019-9741-000,Chelo Villa,7138809 CBBA,Av. Blanco Galindo N° 1947,VILLA BUSCH,12,234,44,913,679,Mixto,3.01.1.63.9045216,1825087,2737.63,-17.44539,-66.106935
02-06-295-6070-000,José Mari de Juliá,8319947 CBBA,Av. Beijing N° 4890,TUPURAYA,6,870,9,900,204,Mixto,3.01.1.39.3857078,910800,1366.2,-17.460958,-66.134575
01-10-462-6826-000,José Mari de Juliá,8319947 CBBA,Av. América N° 3917,LA TEMIBLE CARA CARA,13,286,25,898,727,Comercial,3.01.1.24.9679000,650152,975.23,-17.399041,-66.189494
10-10-356-8181-000,Anabel Quintanilla Leal,5437376 CBBA,Av. Villazón N° 2940,ARANJUEZ ALTO,9,565,26,897,418,Educativo,3.01.1.44.4083578,1590381,2385.57,-17.429216,-66.167111
10-10-601-9845-000,Anabel Quintanilla Leal,5437376 CBBA,Av. Melchor Pérez N° 1751,ALALAY NORTE,2,274,27,238,176,Comercial,3.01.1.40.3643449,257278,385.92,-17.448173,-66.13097
10-03-068-8045-000,Anabel Quintanilla Leal,5437376 CBBA,Av. Blanco Galindo N° 2871,USPHA USPHA,13,317,28,263,90,Educativo,3.01.1.86.5803923,597010,895.51,-17.383788,-66.128781
05-19-884-2317-000,Jafet Berto Hernando Navarro,9373978 CBBA,Av. Circunvalación N° 3077,SUDESTE,13,139,29,805,425,Residencial,3.01.1.14.2911993,1127805,1691.71,-17.449076,-66.112858
02-11-556-3913-000,Jafet Berto Hernando Navarro,9373978 CBBA,Av. Beijing N° 1486,COÑA COÑA,10,150,28,806,312,Educativo,3.01.1.81.1808669,1379872,2069.81,-17.385543,-66.161339
07-17-217-0336-000,Jafet Berto Hernando Navarro,9373978 CBBA,Av. Villazón N° 774,QUERU QUERU ALTO,11,166,2,286,270,Educativo,3.01.1.49.4066110,294294,441.44,-17.412404,-66.177896
04-20-437-0077-000,Jose Angel Mendizábal Dalmau,1517914 CBBA,Av. Melchor Pérez N° 3759,MESADILLA,10,597,29,1086,930,Salud,3.01.1.36.2370176,2328384,3492.58,-17.409976,-66.176549
08-20-473-8079-000,Jose Angel Mendizábal Dalmau,1517914 CBBA,Av. Circunvalación N° 3952,VALLE HERMOSO,13,993,39,928,240,Salud,3.01.1.92.3985918,1032864,1549.3,-17.366296,-66.136178
15-04-549-9634-000,Jose Angel Mendizábal Dalmau,1517914 CBBA,Av. Circunvalación N° 622,VALLE HERMOSO,1,541,22,518,371,Industrial,3.01.1.72.7403663,1236984,1855.48,-17.419447,-66.181335
06-14-867-7130-000,Jose Angel Mendizábal Dalmau,1517914 CBBA,Av. Villazón N° 916,VILLA BUSCH,10,437,4,533,241,Educativo,3.01.1.71.2274582,1227499,1841.25,-17.414477,-66.156171
11-02-982-7104-000,Carlito de Aguado,3427584 CBBA,Av. América N° 1469,LACMA,9,476,38,1135,893,Mixto,3.01.1.45.9731854,2574180,3861.27,-17.448168,-66.121121
08-20-593-2914-000,Carlito de Aguado,3427584 CBBA,Av. Villazón N° 3165,ARANJUEZ ALTO,7,507,16,930,651,Comercial,3.01.1.80.1645366,1967880,2951.82,-17.435037,-66.159011
04-05-270-6036-000,Carlito de Aguado,3427584 CBBA,Av. Melchor Pérez N° 4986,PUKARA GRANDE SUR,8,559,27,714,198,Mixto,3.01.1.99.2820311,1038156,1557.23,-17.366948,-66.141331
05-11-600-2547-000,Valeria Serra Fajardo,7379272 CBBA,Av. América N° 2380,ALALAY NORTE,3,861,5,1124,388,Mixto,3.01.1.85.5974138,2335672,3503.51,-17.446022,-66.130822
02-06-403-4786-000,Valeria Serra Fajardo,7379272 CBBA,Av. América N° 766,TUPURAYA,14,618,23,890,586,Industrial,3.01.1.91.8749156,809010,1213.52,-17.410465,-66.184174
09-05-032-2471-000,Valeria Serra Fajardo,7379272 CBBA,Av. Circunvalación N° 1159,PUKARA GRANDE SUR,2,257,32,343,321,Comercial,3.01.1.20.7419595,475055,712.58,-17.375633,-66.151139
08-05-326-6780-000,Valeria Serra Fajardo,7379272 CBBA,Av. Villazón N° 2976,MAYORAZGO,4,118,44,758,622,Comercial,3.01.1.88.1295963,1096068,1644.1,-17.414148,-66.159042
09-07-249-9165-000,Valeria Serra Fajardo,7379272 CBBA,Av. América N° 2402,TUPURAYA,10,4,20,303,102,Salud,3.01.1.30.5264611,294516,441.77,-17.437987,-66.164042
11-17-317-8885-000,Jovita del Becerra,4290099 CBBA,Av. Blanco Galindo N° 4417,NORESTE,8,247,36,1197,857,Comercial,3.01.1.18.1721194,2553201,3829.8,-17.360929,-66.143685
10-07-560-2039-000,Jovita del Becerra,4290099 CBBA,Av. Beijing N° 4024,NOROESTE,8,922,6,761,157,Salud,3.01.1.79.1702136,1264021,1896.03,-17.382823,-66.174005
05-05-460-6406-000,Jovita del Becerra,4290099 CBBA,Av. Melchor Pérez N° 1858,CONDEBAMBA,9,741,3,410,393,Educativo,3.01.1.68.4144303,655180,982.77,-17.381586,-66.151211
15-06-789-6714-000,Chus Rosell Bermúdez,1716612 CBBA,Av. América N° 1290,CONDEBAMBA,6,996,29,988,389,Educativo,3.01.1.93.2336675,1357512,2036.27,-17.414199,-66.204719
10-09-345-6038-000,Chus Rosell Bermúdez,1716612 CBBA,Av. América N° 3491,CALA CALA,4,564,24,394,247,Mixto,3.01.1.45.1717951,934568,1401.85,-17.405907,-66.168575
11-06-863-6532-000,Chus Rosell Bermúdez,1716612 CBBA,Av. América N° 3521,USPHA USPHA,7,125,15,1123,827,Salud,3.01.1.75.2716232,820913,1231.37,-17.397993,-66.169668
02-16-854-6580-000,Chus Rosell Bermúdez,1716612 CBBA,Av. Villazón N° 4438,PUKARA GRANDE NORTE,15,749,17,908,867,Residencial,3.01.1.71.4029717,633784,950.68,-17.416123,-66.202047
09-02-945-0025-000,Genoveva Ferrer Peñas,4294616 CBBA,Av. América N° 938,TICTI,7,780,45,541,489,Residencial,3.01.1.94.8075519,489064,733.6,-17.454946,-66.134167
06-02-346-9765-000,Genoveva Ferrer Peñas,4294616 CBBA,Av. Circunvalación N° 281,LA TEMIBLE CARA CARA,6,317,33,969,486,Residencial,3.01.1.55.8349243,1938000,2907.0,-17.37098,-66.19052
08-08-876-8636-000,Genoveva Ferrer Peñas,4294616 CBBA,Av. Blanco Galindo N° 1929,TUPURAYA,7,405,40,509,229,Residencial,3.01.1.20.6626332,1115219,1672.83,-17.362239,-66.174676
14-17-929-1722-000,Genoveva Ferrer Peñas,4294616 CBBA,Av. Villazón N° 4183,NOROESTE,14,153,19,753,251,Educativo,3.01.1.76.8095323,845619,1268.43,-17.428581,-66.186016
07-20-116-0318-000,Genoveva Ferrer Peñas,4294616 CBBA,Av. Villazón N° 2276,TAMBORADA PUKARITA,5,782,22,735,184,Residencial,3.01.1.66.8958026,1749300,2623.95,-17.423848,-66.135956
10-05-225-1186-000,Teodora Ugarte-Bermúdez,4169529 CBBA,Av. Melchor Pérez N° 1809,CHIQUICOLLO,1,673,47,1150,789,Industrial,3.01.1.10.3212400,2124050,3186.08,-17.422488,-66.134371
07-15-066-4811-000,Teodora Ugarte-Bermúdez,4169529 CBBA,Av. Beijing N° 2283,PUKARA GRANDE NORTE,3,897,32,1097,911,Salud,3.01.1.32.3789044,2734821,4102.23,-17.355896,-66.158048
14-08-224-6457-000,Teodora Ugarte-Bermúdez,4169529 CBBA,Av. Beijing N° 969,TAMBORADA PUKARITA,9,530,34,1046,931,Comercial,3.01.1.61.1843370,1419422,2129.13,-17.451364,-66.162522
10-15-256-8024-000,Fito Dalmau-Lluch,3411943 CBBA,Av. Villazón N° 3708,QUERU QUERU ALTO,10,127,49,844,822,Comercial,3.01.1.75.3935046,1336052,2004.08,-17.422925,-66.127503
01-15-623-3025-000,Fito Dalmau-Lluch,3411943 CBBA,Av. Beijing N° 2542,ALALAY SUD,7,183,30,522,438,Educativo,3.01.1.16.1806523,356526,534.79,-17.461667,-66.133973
08-05-133-7252-000,Dora Luís Marin,4622309 CBBA,Av. América N° 2163,CONDEBAMBA,5,54,36,1101,380,Industrial,3.01.1.86.8929197,1349826,2024.74,-17.441635,-66.132693
04-11-982-3253-000,Dora Luís Marin,4622309 CBBA,Av. Beijing N° 4445,SARCOBAMBA,13,118,11,642,341,Mixto,3.01.1.10.8838447,1243554,1865.33,-17.421924,-66.18738
08-07-507-8118-000,Dora Luís Marin,4622309 CBBA,Av. Blanco Galindo N° 4101,QUERU QUERU ALTO,14,31,46,589,179,Residencial,3.01.1.59.3224170,524210,786.32,-17.440544,-66.13951
07-15-067-8609-000,Iván Fuster,3294340 CBBA,Av. Circunvalación N° 1713,CONDEBAMBA,9,654,37,539,283,Salud,3.01.1.80.8862361,570801,856.2,-17.368958,-66.152213
08-05-741-1011-000,Iván Fuster,3294340 CBBA,Av. Villazón N° 2993,CALA CALA,9,687,39,1143,197,Industrial,3.01.1.54.2122290,1054989,1582.48,-17.36187,-66.165772
11-11-223-7789-000,Iván Fuster,3294340 CBBA,Av. América N° 4292,TEMPORAL PAMPA,7,289,17,213,167,Industrial,3.01.1.59.5310326,133338,200.01,-17.43686,-66.151873
07-16-993-3652-000,Emelina Seco-Lopez,8357970 CBBA,Av. América N° 3360,QUERU QUERU,2,158,17,349,50,Educativo,3.01.1.10.6205664,325966,488.95,-17.370378,-66.141075
04-19-035-9702-000,Emelina Seco-Lopez,8357970 CBBA,Av. Villazón N° 547,PUKARA GRANDE SUR,5,471,11,1181,913,Salud,3.01.1.15.3009610,1505775,2258.66,-17.383594,-66.176681
05-02-358-4127-000,Ruben Piña,9742435 CBBA,Av. Melchor Pérez N° 3342,CALA CALA,11,162,18,614,355,Salud,3.01.1.24.5922154,1316416,1974.62,-17.372908,-66.134956
07-05-759-3394-000,Ruben Piña,9742435 CBBA,Av. Melchor Pérez N° 3393,QUERU QUERU ALTO,2,369,33,1078,772,Comercial,3.01.1.78.3823054,1924230,2886.35,-17.423677,-66.122351
15-15-215-2290-000,Ruben Piña,9742435 CBBA,Av. Melchor Pérez N° 2852,TUPURAYA,9,944,22,625,580,Industrial,3.01.1.86.6274010,1300625,1950.94,-17.432913,-66.182238
05-13-453-5601-000,Ruben Piña,9742435 CBBA,Av. Melchor Pérez N° 2792,TUPURAYA,2,948,8,756,627,Salud,3.01.1.17.9752635,765072,1147.61,-17.443082,-66.135514
02-06-018-3185-000,Ruben Piña,9742435 CBBA,Av. Villazón N° 1132,KHARA KHARA ARRUMANI,8,384,40,704,668,Industrial,3.01.1.12.4058656,718784,1078.18,-17.399367,-66.173942
08-02-283-3570-000,Edmundo Díaz Carnero,1477671 CBBA,Av. Villazón N° 1485,PUKARA GRANDE OESTE,7,204,10,495,269,Salud,3.01.1.88.4866222,618255,927.38,-17.420211,-66.148369
05-18-425-3565-000,Edmundo Díaz Carnero,1477671 CBBA,Av. Beijing N° 714,CONDEBAMBA,3,69,22,1143,928,Industrial,3.01.1.69.9031639,2842641,4263.96,-17.431048,-66.119918
07-19-164-2105-000,Edmundo Díaz Carnero,1477671 CBBA,Av. América N° 3466,NOROESTE,9,334,19,377,221,Comercial,3.01.1.47.6344222,738166,1107.25,-17.379787,-66.189939
14-03-920-6901-000,Edmundo Díaz Carnero,1477671 CBBA,Av. Beijing N° 1168,ARANJUEZ ALTO,11,878,35,215,75,Salud,3.01.1.16.7683567,413230,619.85,-17.465323,-66.145846
10-10-291-4294-000,Edmundo Díaz Carnero,1477671 CBBA,Av. Blanco Galindo N° 2356,NOROESTE,8,657,18,594,588,Salud,3.01.1.83.8962414,845856,1268.78,-17.420518,-66.18769
11-12-059-8553-000,Chelo Sevillano Manzanares,1593024 CBBA,Av. Circunvalación N° 861,VALLE HERMOSO,12,510,38,777,553,Educativo,3.01.1.48.9920201,1787100,2680.65,-17.439696,-66.186812
13-12-208-3516-000,Chelo Sevillano Manzanares,1593024 CBBA,Av. Circunvalación N° 1387,MAYORAZGO,11,41,3,689,272,Salud,3.01.1.25.8700065,528463,792.69,-17.379317,-66.190246
11-16-719-1176-000,Rodrigo Goyo Nuñez Cordero,1971087 CBBA,Av. Beijing N° 3268,SUDOESTE,5,661,47,875,818,Educativo,3.01.1.67.4640580,648375,972.56,-17.406556,-66.13624
10-06-338-9554-000,Rodrigo Goyo Nuñez Cordero,1971087 CBBA,Av. Circunvalación N° 522,SUDESTE,8,35,27,386,298,Residencial,3.01.1.71.8562343,524960,787.44,-17.416409,-66.175239
11-16-756-8505-000,Rodrigo Goyo Nuñez Cordero,1971087 CBBA,Av. Blanco Galindo N° 4294,SUDOESTE,7,111,47,644,484,Residencial,3.01.1.62.2232990,955052,1432.58,-17.370636,-66.136615
13-01-641-2129-000,Rodrigo Goyo Nuñez Cordero,1971087 CBBA,Av. Blanco Galindo N° 2130,LA TEMIBLE CARA CARA,12,160,13,241,212,Industrial,3.01.1.35.9162579,380539,570.81,-17.46335,-66.128247
12-18-518-7270-000,Rodrigo Goyo Nuñez Cordero,1971087 CBBA,Av. Blanco Galindo N° 2517,PUKARA GRANDE SUR,9,482,6,500,132,Residencial,3.01.1.33.2165919,989500,1484.25,-17.383323,-66.205394
12-11-296-5614-000,Victoriano Cortes Díez,9307515 CBBA,Av. Beijing N° 4584,KHARA KHARA ARRUMANI,13,655,34,893,592,Residencial,3.01.1.28.6458954,1638655,2457.98,-17.376876,-66.152699
07-18-840-0921-000,Victoriano Cortes Díez,9307515 CBBA,Av. Blanco Galindo N° 3653,USPHA USPHA,7,740,46,805,387,Salud,3.01.1.14.3528963,1731555,2597.33,-17.373447,-66.191754
14-09-659-7243-000,Victoriano Cortes Díez,9307515 CBBA,Av. Blanco Galindo N° 1635,ARANJUEZ ALTO,12,956,48,682,570,Salud,3.01.1.52.8735461,1026410,1539.62,-17.452446,-66.146984
06-18-931-1912-000,Victoriano Cortes Díez,9307515 CBBA,Av. Villazón N° 4018,NORESTE,5,834,5,466,464,Comercial,3.01.1.16.6685739,463204,694.81,-17.455514,-66.142858
03-12-288-1887-000,Mercedes Amaya Carrillo,8342722 CBBA,Av. Blanco Galindo N° 2395,LACMA,10,311,31,1171,851,Residencial,3.01.1.65.7245799,1548062,2322.09,-17.399651,-66.212393
11-19-051-4879-000,Mercedes Amaya Carrillo,8342722 CBBA,Av. Beijing N° 3957,MAYORAZGO,2,740,7,388,243,Residencial,3.01.1.15.1762871,287896,431.84,-17.416151,-66.17401
09-04-835-9452-000,Mercedes Amaya Carrillo,8342722 CBBA,Av. Blanco Galindo N° 2542,TEMPORAL PAMPA,4,623,2,293,215,Residencial,3.01.1.66.7042009,416646,624.97,-17.446302,-66.162077
02-02-056-9219-000,Mercedes Amaya Carrillo,8342722 CBBA,Av. Melchor Pérez N° 2465,VALLE HERMOSO OESTE,4,718,1,1064,62,Educativo,3.01.1.92.1453182,793744,1190.62,-17.43041,-66.161208
10-04-500-8574-000,Eufemia Aparicio Duran,5937283 CBBA,Av. Melchor Pérez N° 3294,QUERU QUERU ALTO,10,481,1,958,797,Residencial,3.01.1.15.6262597,1248274,1872.41,-17.383315,-66.192717
05-10-544-1891-000,Eufemia Aparicio Duran,5937283 CBBA,Av. Blanco Galindo N° 662,NORESTE,3,908,2,656,646,Educativo,3.01.1.19.4370803,1025984,1538.98,-17.363227,-66.162862
12-16-089-2957-000,Eufemia Aparicio Duran,5937283 CBBA,Av. Blanco Galindo N° 1183,MUYURINA,8,405,39,694,357,Comercial,3.01.1.70.4956727,902894,1354.34,-17.381062,-66.169909
06-17-496-6721-000,Eufemia Aparicio Duran,5937283 CBBA,Av. Beijing N° 3810,ALALAY NORTE,6,229,9,726,589,Mixto,3.01.1.62.2885156,1038906,1558.36,-17.461051,-66.155719
07-06-925-5863-000,Águeda del Cifuentes,8515130 CBBA,Av. Beijing N° 2918,QUERU QUERU ALTO,3,85,48,779,535,Educativo,3.01.1.94.9486619,941032,1411.55,-17.405925,-66.12171
02-18-692-7528-000,Águeda del Cifuentes,8515130 CBBA,Av. Villazón N° 582,QUERU QUERU ALTO,6,570,50,372,147,Salud,3.01.1.71.4361709,697872,1046.81,-17.387918,-66.151442
06-11-431-6188-000,Hector Inocencio Cobos Espinosa,2470099 CBBA,Av. Melchor Pérez N° 3332,TEMPORAL PAMPA,8,779,43,1117,483,Educativo,3.01.1.81.3766100,974024,1461.04,-17.42134,-66.197586
11-16-669-3658-000,Hector Inocencio Cobos Espinosa,2470099 CBBA,Av. Villazón N° 2378,SARCO,10,414,31,768,327,Salud,3.01.1.56.6841400,1049856,1574.78,-17.420554,-66.125411
07-18-692-1704-000,Celestina Eva María Alfaro Aguilar,7837181 CBBA,Av. Beijing N° 354,KHARA KHARA ARRUMANI,14,579,48,917,812,Industrial,3.01.1.13.6461896,2249401,3374.1,-17.427177,-66.185913
05-07-114-6779-000,Celestina Eva María Alfaro Aguilar,7837181 CBBA,Av. Blanco Galindo N° 2376,HIPODROMO,11,427,19,943,236,Comercial,3.01.1.15.6665835,910938,1366.41,-17.40976,-66.129794
